aktif içerik,active content
etkin akım,active current
aktif algılayıcı,active detector; active sensor
aktif kuru maya,active dry yeast
aktif toprak basıncı,active earth pressure
diri fay,active fault
aktif süzgeç,active filter
aktif gıda enfeksiyonu,active food-borne infection; active food infection
aktif cephe,active front
aktif gökada çekirdeği,active galactic nucleus
aktif gökada,active galaxy
aktif yeşil alan,active green area
pozitif lojik,active high; positive logic
aktif özgüdüm,active homing; active radar homing
Ethernet göbeği,active hub; Ethernet hub; multiport repeater; network hub; repeater hub
köprülü imge,active image; clickable image map; image map
aktif görüntüleme,"active imaging, active imagery"
aktif madde,active ingredient; active substance
aktif lazer malzemesi,active laser medium; gain medium; lasing medium
aktif öğrenme,active learning
negatif lojik,active low; negative logic
aktif levha kenarı,active margin; active continental margin; Pacific-type continental margin; Pacific-type margin
aktif levha sınırı,active margin; active continental margin; Pacific-type margin
aktif hücreli ekran,active matrix display
kısa dönemli bellek,active memory; primary memory; short-term memory
aktif metabolit,active metabolite
aktif uzaktan algılama,active microwave remote sensing; microwave remote sensing
aktif devre,active network
aktif düğüm,active node
aktif gürültü bastırma,active noise control; active noise reduction
aktif optik düğüm,active optical node
aktif ambalajlama,active packaging
doğrudan penetrasyon,active penetration; direct penetration
etkin güç,active power; effective power; real power
kontrollü maden arama yöntemi,active prospection method
aktif protein,active protein
aktif yedeklilik,active redundancy
aktif bölge,active region
aktif iyileştirme,active remediation
aktif devrilme koruması,active rollover protection
aktif uydu,active satellite
aktif çizelge,active schedule
avcı nematot,active searcher nematode; cruiser nematode
aktif toplutaşıma önceliği,active signal priority; active transit signal priority
bağlanma bölgesi,active site; binding site
aktif akıllı tekstil,active smart textile
aktif güneş ısıtması,active solar heating
aktif güneş uzantısı,active solar prominence
aktif güneş enerjisi sistemi,active solar system
aktif sonar,active sonar
aktif istif,active stack
aktif stok,active stock
aktif depolama kapasitesi,active storage capacity; active capacity; live capacity
aktif sistem,active system
aktif tektonik,active tectonics
aktif sınama,active testing
aktif tehdit,active threat
aktif taşınma,active transport
aktif kullanıcı,active user
aktif titreşim kontrolü,active vibration control
aktif titreşim sönümleyici,active vibration controller; active vibration suppressor
etken sözvarlığı,active vocabulary
aktif yanardağ,active volcano
aktif bekleme,active wait
aktif dinleme,active wiretapping
aktif bölge,active zone
aktif,active; asset
aktivite,activity
faaliyet,activity
aktivite katsayısı,activity coefficient
hareketli sahne saptama,activity detection
aktivite kayıtları,activity recording
kontrol tarihçesi,activity trail; audit log; audit trail
termodinamik aktivite,activity; thermodynamic activity
faaliyete dayalı maliyetlendirme,activity-based costing
faaliyete dayalı yönetim,activity-based management
ayrıt-üzerinde-faaliyet gösterimli ağ diyagramı,activity-on-arc network diagram
düğüm-üzerinde-faaliyet gösterimli ağ diyagramı,activity-on-node network diagram
aktör,actor
aktör,actor; social actor
geçerli adres,actual address
şimdiki değer,actual cash value; present value; present worth; value at present
stokların şimdiki değeri,actual cost of stock
toprağın parçacık ağırlığı,actual density of the soil
gerçek buharlaşma-terleme,actual evapotranspiration; effective evapotranspiration
yerçekim vektörü,actual gravity vector; gravity vector
gerçek stok,actual inventory; physical stock; warehouse inventory
yürürlükteki parametre,actual parameter
istasyon basıncı,actual pressure; station pressure
gerçek gözlem zamanı,actual time of observation
taşıma ücretine esas değer,actual valuation
yeraltı suyu gerçek hızı,actual velocity; actual velocity of groundwater; average interstitial velocity; effective velocity; field velocity of groundwater
gerçekleşen verim,actual yield
ömür tablosu,actuarial table; life table; mortality table
eyleyici,actuator
eyleyici,actuator
sivri uçlu,acuminate
Bragg hücresi,acusto-optic modulator; Bragg cell
görüntü keskinliği,acutance
ivegen,acute
tiz,acute
dar açı,acute angle
akut maruziyet,acute exposure
iveğen zehirlilik,acute toxicity
iveğen zehirlilik testi,acute toxicity test
dar üçgen,acute triangle
çevrimsiz,acyclic
açil halojenür,acyl halide
açil grubu,acyl; acyl group
açilleme,acylation
uygulamaya özgü,ad hoc
tasarsız ağ,ad hoc network
sürgit,ad infinitum
serbest yemleme,ad libitum
davranışsal reklam hedefleme,ad retargeting; behavioral remarketing; behavioral retargeting; retargeting
reklam programı,ad software; advertisement software; adware
değere göre gümrük vergisi,ad valorem customs duty; ad valorem duty
değere göre navlun,ad valorem freight
Ada,Ada
adakit,adakite
kuvars monzonit,adamellite; quartz-bearing monzonite; quartz monzonite
adamit,adamite
Adams kıvamölçeri,Adams consistometer
Adam katalizörü,Adams's catalyst; platinum dioxide
adanal levha,adanal plate
anal çevresi seta,adanal seta
uyarlanma yeteneği,adaptability; adaptive capacity
uyarlama,adaptation
uyarlanma,adaptation
iklim değişikliğine uyarlanmanın getirisi,adaptation benefits; benefits of climate change adaptation
iklim değişikliğine uyarlanma maliyeti,adaptation cost; cost adaptation to climate change
iklim değişikliğine uyarlanma,adaptation to global warming; climate change adaptation
uyarlayıcı,adapter
bağdaştırıcı dizi,adapter; adaptor; linker
uyarlamalı,adaptive
uyarlamalı anten dizilimi,adaptive antennas
akıllı anten,adaptive array antennas; smart antenna
uyarlamalı kontrol,adaptive control
uyarlamalı kontrol diyagramı,adaptive control chart
otomatik seyir kontrolü,adaptive cruise control; intelligent cruise control
indüklenebilir enzim,adaptive enzyme; inducible enzyme
uyarlamalı denkleştirme,adaptive equalization
uyumsal beklentiler,adaptive expectations
uyarlamalı süzgeç,adaptive filter
uyarlamalı far sistemi,adaptive front lighting system
döner far,adaptive headlights
uyarlamalı çıkarım,adaptive inference
uyarlamalı trafik ışığı,adaptive intersection signal; adaptive junction signal
uyarlamalı kernel yoğunluk kestirimi,adaptive kernel density estimation; variable bandwidth kernel density estimation
uyarlama bakımı,adaptive maintenance; adaptive software maintenance
uyarlamalı optik,adaptive optics
uyumsal doruk,adaptive peak
evrimlenmeli yayılım,adaptive radiation
uyarlamalı radyo sistemi,adaptive radio
uyarlamalı sistem,adaptive system
uyumsal özellik,adaptive trait
seçilim değeri,adaptive value; fitness
uyumsal bölge,adaptive zone
bağdaştırıcı protein,adaptor protein
eksene bakan yüzey,adaxial surface
eksene doğru,adaxial; paraxial
analog-sayısal çevirici,ADC; analog-to-digital converter
sepete ekleme oranı,add to basket rate; add to cart rate
indirmeli-bindirmeli çoğullayıcı,add-drop multiplexer; ADM
ek kütle kuvveti,added mass force
katma kütle,added mass; virtual mass
bütünleyici satış,added selling; cross-selling; suggestion selling; suggestive selling
toplanan,addend; summand
zeyilname,addendum
profil kaydırma,addendum modification; profile shift
zeyilname,addendum; supplement
madde bağımlılığı,addiction; substance dependence
bağımlılık yapan madde,addictive drug
yazılım eklentisi,add-in; add-in software; plug-in; plug-in software
mola,addition
katılma polimeri,addition polymer
katılma tepkimesi,addition reaction
ilave tankı,addition tank; replenishing tank
toplama,addition; summation
ek mali yükümlülük,additional financial obligation
katkı maddesi,additive
birincil renk sistemi,additive color system; primary color system
ilaveli etki,additive effect
toplamsal fonksiyon,additive function
toplanır fonksiyon,additive function
birikimli gen etkisi,additive gen action; additive genetic effect
damızlık değeri,additive genetic value; breeding value
birikimli kalıtsal çeşitlilik,additive genetic variance
eklemeli varyans,additive genetic variance; additive variance
toplamalı model,additive model
toplanır gürültü,additive noise
toplanır rasgele yürüyüş,additive random walk process
rasgele yürüyüş,additive random walk process; random walk
toplanabilirlik varsayımı,additivity assumption
toplanırlık kuralı,additivity property; superposition principle
donanım eklentisi,add-on; hardware add-on
yazılım eklentisi,add-on; software add-on; add-on software
adres,address
adres yolu,address bus
adres kodçözücüsü,address decoder
adres alanı,address field
adres süzgeçlemesi,address filtering
MAC adres süzgeçlemesi,address filtering; MAC address filtering; MAC filtering
adres bilgi sistemi,address information system
adres maskesi,address mask; subnet mask; subnetwork mask
adres tipi,address mode
göreli adres konumu,address offset
adres çözme protokolü,address resolution protocol; ARP
adres uzayı,address space
internet adres kandırması,address spoofing; IP address spoofing; IP spoofing
adres çevirisi,address translation
adreslenebilir nokta,addressable point
adreslenen alıcı,addressee
adresleme,addressing
addüksiyon,adduction
adelit,adelite
adenin,adenine
adenokarsinom,adenocarcinoma
ön hipofiz,adenohypophysis; anterior pituitary
adenom,adenoma
adenozin,adenosine
adenozin difosfat,adenosine diphosphate
adenozin monofosfat,adenosine monophosphate
adenozin trifosfataz,adenosine triphosphatase
adenozin trifosfat,adenosine triphosphate
adenotrofik canlı doğurma,adenotrophic viviparity
adenovirüs,adenovirus
adenilat siklaz,adenylate cyclase
adenilil siklaz,adenylate cyclase
uygunluk kontrolü,adequacy audit
tutunma,adherence; tacking
kemer dezmozom,adherens junctions; belt desmosome; zonula adherens
yapışık nokta,adherent point; closure point; contact point; point of closure
yapıştırıcı madde,adhering agent; sticker; sticking agent
adhezin,adhesin; bacterial adhesin
adezyon,adhesion
tutunma,adhesion
tutunma katsayısı,adhesion coefficient; of adhesion
yapışım potansiyeli,adhesion potential
adezyon reseptörü,adhesion receptor
yapışma testi,adhesion test
yapışmalı sabitleme,adhesive bonding
tutkan uç,adhesive end; cohesive end; sticky end
bitim filmi yapışma sağlamlığı,adhesive strength of finish film
yapışkan bant testi,adhesive strip test
peliküler su,adhesive water; film water; intergranular water film; pellicular water
yapışmalı yıpranma,adhesive wear
tutkan madde,adhesive; adhesive agent; bonding agent
tutkal,adhesive; glue
yapışkanlık,adhesiveness
adyabat,adiabat; adiabatic; adiabatic curve
adyabatik,adiabatic
adyabatik atmosfer,adiabatic atmosphere
yoğuşma basıncı,adiabatic condensation pressure; adiabatic saturation pressure; condensation pressure
yoğuşma sıcaklığı,adiabatic condensation temperature; condensation temperature
adyabatik soğuma,adiabatic cooling; dynamic cooling
dinamik soğuma,adiabatic cooling; dynamic cooling
adyabatik denge,adiabatic equilibrium; convective equilibrium
adyabatik akış,adiabatic flow
adyabatik işlem,adiabatic process
adyabatik süreç,adiabatic process
adyabatik reaktör,adiabatic reactor
adyabatik doygunluk,adiabatic saturation
adyabatik doygunluk sıcaklığı,adiabatic saturation temperature
termodinamik ıslak termometre sıcaklığı,adiabatic saturation temperature; thermodynamic wet-bulb temperature
adyabatik sıcaklık gradyanı,adiabatic temperature gradient; adiabatic lapse rate
yoğuşma izi,adiabatic trail; condensation trail; contrail; vapor trail
adyabatik duvar,adiabatic wall
adyabatik ısınma,adiabatic warming; dynamic warming
adifohemosit,adiphohaemocyte; adiphohemocyte
adipik asit,adipic acid; hexanedioic acid
adipozit,adipocyte
adipokinetik hormon,adipokinetic hormone
yağ yüzgeci,adipose fin
yağdoku,adipose tissue; body fat
a skobu,A-display; a-scope; A-type display
yatay giriş galerisi,adit; adit level; mine adit
bitişiklik,adjacency
bitişiklik çizgesi,adjacency graph
bitişiklik matrisi,adjacency matrix; connectivity matrix
komşu açılar,adjacent angles
bitişik temel olurlu çözüm,adjacent basic feasible solution
komşu kanal güç oranı,adjacent channel power ratio
komşu kanal girişimi bastırılması,adjacent channel rejection; adjacent channel selectivity
bitişik ayrıtlar,adjacent edges
bitişik düğümler,adjacent nodes
ardışık setalar,adjacent setae
acıka,adjika; ajika
çevre kayaç,adjoining-rock; country rock; host rock; wall rock
eklenik matris,adjoint matrix
eklenik işleç,adjoint operator
sola yaslama,adjust left; align left; flush left; left justify
ayarlanabilir kabuksu lüle,adjustable clam nozzle
hatve ayarlı pervane,adjustable pitch propeller; variable-pitch propeller
ayarlı dikme,adjustable prop
ayarlı duvar kalıbı,adjustable wall formwork
kademesiz değişken sürücü,adjustable-frequency drive; variable-frequency drive; variable-voltage/variable-frequency drive; variable speed drive; VVVF drive
hız ayarlı tahrik,adjustable-speed drive
düzeltilmiş R kare,adjusted R square; adjusted coefficient of determination
ayar vidası,adjusting screw
dengeleme,adjustment
çekülleme,adjustment of verticality; plumbing
adjuvant,adjuvant
ilacın seyri,ADME; drug disposition
alınan doz,administered dose; intake dose; potential dose
